Survived,Age,FamilySize,IsAlone,Age*Class,Age*Fare,AgeBand,FareBand,Fare_log,Sex_male,Pclass_2,Pclass_3,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs
0,-0.43219698607736445,-0.5609748304808925,0.8119223343984152,0.21360210166769428,-0.4569547625040777,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.9707050504299912,-0.06713483906888953,0.11393227053944749,0.44992666177090385,0.4082334475616762,1,0,0,0,0,0,1,0
0,-0.46989190425343624,-0.5609748304808925,0.8119223343984152,0.16883242605916282,-0.4677774367868015,0.11393227053944749,-1.3397369794696112,-0.8823470582632056,1,0,1,0,0,0,1,0
0,-2.090773385824524,1.299429290952638,-1.2316448970959013,-1.8756494267304404,-0.39426856168539337,-2.3030594687616883,1.3447584823911616,2.132408321022389,0,0,0,0,1,1,0,0
1,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.9707050504299912,-0.017569085529565147,0.11393227053944749,0.44992666177090385,0.5036031274312862,1,0,0,0,1,0,1,0
1,1.5279387590783695,0.059159876663617626,-1.2316448970959013,-0.44301980725743373,6.267715696452985,1.3224281401900153,1.3447584823911616,2.6363132839087284,0,0,0,0,0,0,0,1
1,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,0.0058708068441080796,-0.46880722696405225,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,0,0,1,1,0,1,0,0
1,0.1950464523724704,0.6792945838081278,-1.2316448970959013,0.9585695037936579,-0.1468695004547602,0.11393227053944749,0.44992666177090385,0.23352593393921808,1,0,1,1,0,0,1,0
0,-0.8091461678380826,-0.5609748304808925,0.8119223343984152,-0.23409465441762028,-0.5615225552148686,-1.0945635991111204,-1.3397369794696112,-3.0585777291682934,1,0,1,0,1,0,1,0
1,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,-0.6412002379511997,-0.41377619342163224,0.11393227053944749,-0.4449051588493537,-0.38278544498532663,0,1,0,1,0,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.4179545082979278,0.11393227053944749,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
1,-2.172194409084839,1.299429290952638,-1.2316448970959013,-1.907883593168583,-0.48458571819130997,-2.3030594687616883,1.3447584823911616,2.132408321022389,1,0,0,0,1,0,0,0
1,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,-1.2882712827465077,0.7650040973056139,0.11393227053944749,1.3447584823911616,1.812289926928167,0,0,0,0,0,1,0,0
1,-0.9599258405423697,0.059159876663617626,-1.2316448970959013,-1.4279526706451258,0.46004563423124645,-1.0945635991111204,1.3447584823911616,1.7938227894866787,0,0,0,0,0,0,0,1
0,0.020142032035497207,0.059159876663617626,-1.2316448970959013,-0.14455530320055737,-0.16421844653383214,0.11393227053944749,0.44992666177090385,0.26497567234198965,1,1,0,0,0,0,1,0
1,0.020142032035497207,-0.5609748304808925,0.8119223343984152,-1.0399488153711864,0.3809026557819839,0.11393227053944749,1.3447584823911616,1.1326493972880125,0,0,0,0,0,1,0,0
1,-0.43219698607736445,-0.5609748304808925,0.8119223343984152,-1.2190275178053123,0.5397819201494725,0.11393227053944749,1.3447584823911616,1.5182728441543658,0,0,0,0,0,1,0,0
1,-0.8845360041902262,1.9195639980971482,-1.2316448970959013,-1.398106220239438,2.0445440826648045,-1.0945635991111204,1.3447584823911616,2.6962534687059603,0,0,0,0,0,1,0,0
0,-0.28141731337307724,0.6792945838081278,-1.2316448970959013,-0.3833269064460585,-0.18849814206433993,0.11393227053944749,0.44992666177090385,0.3444394801955362,0,1,0,0,1,0,0,1
0,-0.13063764066879002,-0.5609748304808925,0.8119223343984152,0.5717595065359459,-0.43952679705227915,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
0,1.0002099046133641,0.6792945838081278,-1.2316448970959013,0.6314524073473212,0.06133440683196458,1.3224281401900153,0.44992666177090385,0.35395586016517094,1,1,0,0,1,0,1,0
1,-0.28141731337307724,-0.5609748304808925,0.8119223343984152,0.3926808041018201,-0.44883761883921924,0.11393227053944749,-1.3397369794696112,-0.806763380796033,0,0,1,0,1,1,0,0
1,-0.43219698607736445,0.059159876663617626,-1.2316448970959013,-0.5027127080688091,-0.21719232769130367,0.11393227053944749,0.44992666177090385,0.3444394801955362,0,1,0,0,1,0,0,1
0,1.8294981044869438,-0.5609748304808925,0.8119223343984152,1.2880743162724493,-0.14435324109978032,1.3224281401900153,-0.4449051588493537,-0.2624619586252086,1,1,0,0,1,0,1,0
1,0.09553186838764081,0.6792945838081278,-1.2316448970959013,-1.0101023649654988,2.258711800528463,0.11393227053944749,1.3447584823911616,2.218822021910339,0,0,0,0,1,1,0,0
1,0.7740403955569333,0.6792945838081278,-1.2316448970959013,-0.7414843113143101,2.4072220346517645,0.11393227053944749,1.3447584823911616,2.010033264475824,0,0,0,0,0,0,0,1
0,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.47350865891677785,0.11393227053944749,-1.3397369794696112,-0.8797405693934278,1,0,1,0,1,0,1,0
0,-0.20602747702093363,-0.5609748304808925,0.8119223343984152,0.482220155318883,-0.4438837884152288,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
1,0.020142032035497207,-0.5609748304808925,0.8119223343984152,-0.14455530320055737,-0.35707648262275193,0.11393227053944749,-0.4449051588493537,-0.38278544498532663,0,1,0,1,0,1,0,0
1,-0.5829766587816517,0.6792945838081278,-1.2316448970959013,-0.6220985096915596,-0.20946697002250572,0.11393227053944749,0.44992666177090385,0.4532263111425748,0,1,0,0,1,0,0,1
0,0.1950464523724704,5.64037224096421,-1.2316448970959013,0.9585695037936579,0.67886970106752,0.11393227053944749,1.3447584823911616,1.3361591794576348,1,0,1,0,1,0,1,0
1,0.4724810501483589,-0.5609748304808925,0.8119223343984152,-0.8608701129370607,2.132860812983512,0.11393227053944749,1.3447584823911616,2.0186331792044068,0,0,0,0,0,1,0,0
0,2.3572269589519492,-0.5609748304808925,0.8119223343984152,3.526558096699022,-0.3515652676429577,2.530924009840583,-1.3397369794696112,-1.0149359989180027,1,0,1,0,1,0,1,0
1,0.4724810501483589,-0.5609748304808925,0.8119223343984152,0.21360210166769428,-0.30327488457219487,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,0,1,0,0,1,0,0,1
1,0.09553186838764081,0.6792945838081278,-1.2316448970959013,0.8403775601871347,-0.21041884444955405,0.11393227053944749,0.44992666177090385,0.11044794172866994,0,0,1,0,1,0,0,1
1,-1.0353156768945133,0.059159876663617626,-1.2316448970959013,-1.4577991210508134,-0.04962534681398975,-1.0945635991111204,1.3447584823911616,1.1511968252901217,0,0,0,0,0,1,0,0
1,-0.6071014064143376,0.6792945838081278,-1.2316448970959013,0.0058708068441080796,-0.28337657046241965,0.11393227053944749,0.44992666177090385,0.23352593393921808,0,0,1,1,0,1,0,0
0,1.1886844954937232,-0.5609748304808925,0.8119223343984152,-0.5773288340830282,0.15403869885753974,1.3224281401900153,0.44992666177090385,0.4358726267231761,1,0,0,0,1,0,1,0
0,0.6232607228526461,0.059159876663617626,-1.2316448970959013,-0.8011772121256854,2.656406205315152,0.11393227053944749,1.3447584823911616,2.14527242190355,1,0,0,0,1,0,1,0
0,-1.0353156768945133,0.6792945838081278,-1.2316448970959013,-0.5027127080688091,-0.402600911742454,-1.0945635991111204,0.44992666177090385,-0.01838583697289204,1,0,1,0,1,0,1,0
1,0.4619264730590587,0.059159876663617626,-1.2316448970959013,-0.865048615993857,2.083137210521809,0.11393227053944749,1.3447584823911616,2.003535801391161,0,0,0,0,1,0,0,1
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42070459436433677,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
0,-0.05524780431664641,0.059159876663617626,-1.2316448970959013,-1.0697952657768741,0.5042457163220115,0.11393227053944749,1.3447584823911616,1.2920564383571118,1,0,0,0,1,0,1,0
1,0.849430231909077,-0.5609748304808925,0.8119223343984152,-0.7116378609086225,2.4814406493984302,1.3224281401900153,1.3447584823911616,2.010033264475824,0,0,0,0,0,1,0,0
1,1.1509895773176513,-0.5609748304808925,0.8119223343984152,2.0939284772260156,-0.3616289255347221,1.3224281401900153,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,1.1509895773176513,-0.5609748304808925,0.8119223343984152,-0.592252059285872,0.31999593592118103,1.3224281401900153,1.3447584823911616,0.6557188297748954,1,0,0,0,1,0,1,0
1,-2.090773385824524,0.6792945838081278,-1.2316448970959013,-1.815956525919065,-0.5328283695879048,-2.3030594687616883,0.44992666177090385,0.3444394801955362,1,1,0,0,1,0,0,0
1,-0.43219698607736445,2.5396987052416584,-1.2316448970959013,-1.2190275178053123,2.921510130888884,0.11393227053944749,1.3447584823911616,2.6987007794454887,0,0,0,0,1,1,0,0
0,-0.13063764066879002,-0.5609748304808925,0.8119223343984152,-0.2639411048233079,-0.36066325582612235,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
0,-0.3568071497252209,-0.5609748304808925,0.8119223343984152,-0.44301980725743373,-0.3821838950463452,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
0,0.4724810501483589,-0.5609748304808925,0.8119223343984152,0.21360210166769428,-0.30327488457219487,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
1,-0.43219698607736445,-0.5609748304808925,0.8119223343984152,-0.5027127080688091,-0.3893574414530861,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,0,1,0,0,1,1,0,0
1,0.7740403955569333,-0.5609748304808925,0.8119223343984152,0.4523737049131954,-0.2745806989452311,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,0,1,0,0,1,1,0,0
1,0.4619264730590587,0.059159876663617626,-1.2316448970959013,1.2755388071020604,-0.2429365303113107,0.11393227053944749,0.44992666177090385,-0.12717266791993012,0,0,1,0,1,0,0,1
1,-2.0153835494723804,0.6792945838081278,-1.2316448970959013,-1.666724273890627,-0.5352011580147499,-2.3030594687616883,0.44992666177090385,-0.1393201011784549,1,0,1,0,1,0,0,0
0,0.9248200682612205,-0.5609748304808925,0.8119223343984152,1.8253104235748268,-0.3607598227969823,1.3224281401900153,-0.4449051588493537,-0.7165619336211217,1,0,1,0,1,0,1,0
0,-0.507586822429508,-0.5609748304808925,0.8119223343984152,0.12406275045063136,-0.44444200068792566,0.11393227053944749,-0.4449051588493537,-0.658138561741074,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.9707050504299912,0.06268634442400424,0.11393227053944749,1.3447584823911616,0.6414769499431594,1,0,0,0,1,0,1,0
0,-1.110705513246657,0.6792945838081278,-1.2316448970959013,-0.592252059285872,-0.5016852455799321,-1.0945635991111204,-1.3397369794696112,-0.8823470582632056,1,0,1,0,0,0,1,0
0,-0.3568071497252209,0.059159876663617626,-1.2316448970959013,0.3031414528847572,-0.31596654359950577,0.11393227053944749,0.44992666177090385,-0.029312075627065143,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.43266800378941556,0.11393227053944749,-1.3397369794696112,-0.8828741679067217,1,0,1,0,0,0,1,0
0,-0.13063764066879002,-0.5609748304808925,0.8119223343984152,0.5717595065359459,-0.4147407595077079,0.11393227053944749,-0.4449051588493537,-0.6307359423566569,1,0,1,0,1,0,1,0
1,-0.5829766587816517,0.059159876663617626,-1.2316448970959013,-1.2787204186166876,0.10616907187409542,0.11393227053944749,1.3447584823911616,1.0976780669265336,0,0,0,0,1,1,0,0
0,0.6232607228526461,-0.5609748304808925,0.8119223343984152,0.3329879032904448,-0.288927791758713,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,0,1,0,0,1,1,0,0
1,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,0.0058708068441080796,-0.46726157271759994,0.11393227053944749,-1.3397369794696112,-0.8038521494426432,0,0,1,1,0,1,0,0
1,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,0.0058708068441080796,-0.46726157271759994,0.11393227053944749,-1.3397369794696112,-0.8038521494426432,0,0,1,1,0,1,0,0
0,0.7740403955569333,2.5396987052416584,-1.2316448970959013,1.646231721140701,0.054298813240737896,0.11393227053944749,0.44992666177090385,0.4146557174979072,1,0,1,0,1,0,1,0
0,-0.05524780431664641,0.059159876663617626,-1.2316448970959013,-0.20424820401193264,-0.11791971585121169,0.11393227053944749,0.44992666177090385,0.4082334475616762,1,1,0,0,0,0,1,0
0,1.1509895773176513,0.059159876663617626,-1.2316448970959013,2.0939284772260156,-0.2026029897337788,1.3224281401900153,-0.4449051588493537,-0.23166125968823223,0,0,1,0,0,0,0,1
0,0.39709121379621526,-0.5609748304808925,0.8119223343984152,1.1985349650553863,-0.42536312630230505,0.11393227053944749,-1.3397369794696112,-0.9050797531497118,1,0,1,0,1,0,1,0
0,0.1950464523724704,0.059159876663617626,-1.2316448970959013,0.9585695037936579,-0.2850871853747963,0.11393227053944749,0.44992666177090385,-0.16405229962564447,1,0,1,1,0,0,1,0
0,0.020142032035497207,-0.5609748304808925,0.8119223343984152,0.7508382089700717,-0.44150360571747216,0.11393227053944749,-1.3397369794696112,-0.8797405693934278,1,0,1,0,1,0,1,0
1,2.2818371225998058,0.059159876663617626,-1.2316448970959013,-0.14455530320055737,1.9299052929724638,1.3224281401900153,1.3447584823911616,1.4163815756188534,0,0,0,0,0,0,0,1
1,0.4619264730590587,-0.5609748304808925,0.8119223343984152,1.2755388071020604,-0.4184714936476139,0.11393227053944749,-1.3397369794696112,-0.8823470582632056,0,0,1,0,0,0,0,1
1,-0.6071014064143376,-0.5609748304808925,0.8119223343984152,0.0058708068441080796,-0.46880722696405225,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,0,0,1,1,0,1,0,0
1,-0.43219698607736445,-0.5609748304808925,0.8119223343984152,-1.2190275178053123,0.3562499358383255,0.11393227053944749,1.3447584823911616,1.3324938581871215,0,0,0,0,0,0,0,1
1,-0.3568071497252209,0.059159876663617626,-1.2316448970959013,-1.1891810673996246,0.203311305974764,0.11393227053944749,1.3447584823911616,1.1057901177672143,1,0,0,0,0,0,1,0
0,-0.8845360041902262,0.059159876663617626,-1.2316448970959013,-0.3236340056346832,-0.49700235448561164,-1.0945635991111204,-1.3397369794696112,-0.9787286015064478,1,0,1,0,1,0,1,0
0,-0.8091461678380826,-0.5609748304808925,0.8119223343984152,-0.23409465441762028,-0.47712302268325113,-1.0945635991111204,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,-1.2787204186166876,1.0850450586841418,0.11393227053944749,1.3447584823911616,2.0186331792044068,1,0,0,0,0,0,1,0
0,-2.0153835494723804,1.9195639980971482,-1.2316448970959013,-1.666724273890627,-0.5266342881713151,-2.3030594687616883,0.44992666177090385,0.1364991380659541,0,0,1,0,1,1,0,0
1,0.4619264730590587,0.059159876663617626,-1.2316448970959013,-0.865048615993857,1.064469279266204,0.11393227053944749,1.3447584823911616,1.5060857797883969,0,0,0,0,0,0,0,1
1,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.47350865891677785,0.11393227053944749,-1.3397369794696112,-0.8797405693934278,0,0,1,0,1,1,0,0
0,-0.20602747702093363,0.6792945838081278,-1.2316448970959013,-1.1294881665882495,2.5895956567616016,0.11393227053944749,1.3447584823911616,2.4746366111687697,1,0,0,0,0,0,1,0
0,-0.7337563314859389,-0.5609748304808925,0.8119223343984152,-0.14455530320055737,-0.5172397014347947,-1.0945635991111204,-1.3397369794696112,-1.3942229498762084,1,0,1,0,0,0,1,0
0,-0.8091461678380826,-0.5609748304808925,0.8119223343984152,-0.23409465441762028,-0.48000623652749896,-1.0945635991111204,-1.3397369794696112,-0.8160407306065733,1,0,1,0,1,0,1,0
1,0.9248200682612205,-0.5609748304808925,0.8119223343984152,-0.6817914105029349,4.711613455564879,1.3224281401900153,1.3447584823911616,2.5497045522452972,0,0,0,0,0,1,0,0
1,-2.1661632221766673,0.6792945838081278,-1.2316448970959013,-1.8458029763247528,-0.552836107870946,-2.3030594687616883,0.44992666177090385,-0.14903715526900022,0,0,1,0,0,1,0,0
0,0.17092170473978444,-0.5609748304808925,0.8119223343984152,0.9299169114041976,-0.42158321915721464,0.11393227053944749,-0.4449051588493537,-0.798539974052802,1,0,1,0,1,0,1,0
1,0.39709121379621526,0.059159876663617626,-1.2316448970959013,-0.8907165633427483,0.4427739417288624,0.11393227053944749,1.3447584823911616,1.0408277503255374,0,0,0,0,1,0,0,1
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42070459436433677,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
0,-0.8845360041902262,-0.5609748304808925,0.8119223343984152,-0.8608701129370607,0.16852374448653587,-1.0945635991111204,1.3447584823911616,1.3924082286355355,1,1,0,0,1,0,1,0
0,-2.1661632221766673,3.779968119530679,-1.2316448970959013,-1.8458029763247528,-0.5356426070243955,-2.3030594687616883,1.3447584823911616,0.936361092700485,1,0,1,0,1,0,0,0
1,0.4724810501483589,-0.5609748304808925,0.8119223343984152,0.21360210166769428,-0.30327488457219487,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,0,1,0,0,1,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42367582872661785,0.11393227053944749,-1.3397369794696112,-0.8214439504217126,1,0,1,1,0,0,1,0
1,-0.9599258405423697,-0.5609748304808925,0.8119223343984152,-0.920563013748436,-0.4489530577552416,-1.0945635991111204,-0.4449051588493537,-0.4102164299119116,0,1,0,0,0,1,0,0
1,0.4724810501483589,1.299429290952638,-1.2316448970959013,-0.8608701129370607,1.82230209687135,0.11393227053944749,1.3447584823911616,1.8931715298766851,1,0,0,0,1,0,1,0
1,-0.6583664951337953,-0.5609748304808925,0.8119223343984152,-0.05501595198349447,-0.4711845402432462,0.11393227053944749,-1.3397369794696112,-0.8135961720983267,1,0,1,0,1,0,1,0
0,-0.13063764066879002,0.6792945838081278,-1.2316448970959013,0.5717595065359459,-0.43907563616442136,0.11393227053944749,-0.4449051588493537,-0.798539974052802,1,0,1,0,1,0,1,0
1,-0.507586822429508,0.059159876663617626,-1.2316448970959013,-1.248873968211,0.8761251211037722,0.11393227053944749,1.3447584823911616,1.834129231109428,0,0,0,0,0,1,0,0
1,-0.43219698607736445,0.6792945838081278,-1.2316448970959013,0.21360210166769428,-0.34035660138242496,0.11393227053944749,0.44992666177090385,-0.09156500424402261,0,0,1,0,1,0,0,1
0,-0.5829766587816517,-0.5609748304808925,0.8119223343984152,0.03452339923356845,-0.46688273000650227,0.11393227053944749,-1.3397369794696112,-0.8135961720983267,1,0,1,0,1,0,1,0
0,0.09553186838764081,-0.5609748304808925,0.8119223343984152,0.8403775601871347,-0.42716743876697905,0.11393227053944749,-1.3397369794696112,-0.806763380796033,0,0,1,0,1,1,0,0
0,1.226379413669795,-0.5609748304808925,0.8119223343984152,0.810531109781447,0.0984437142052975,1.3224281401900153,0.44992666177090385,0.3444394801955362,1,1,0,0,1,0,1,0
0,-0.507586822429508,-0.5609748304808925,0.8119223343984152,-0.5624056088801843,-0.42826013542810426,0.11393227053944749,-0.4449051588493537,-0.5368057694182641,1,1,0,0,1,0,1,0
1,-0.13063764066879002,-0.5609748304808925,0.8119223343984152,-0.2639411048233079,-0.3660710061942809,0.11393227053944749,-0.4449051588493537,-0.35983961362319966,0,1,0,0,1,0,0,1
1,0.6986505592047897,-0.5609748304808925,0.8119223343984152,1.556692369923638,-0.3909714893946028,0.11393227053944749,-0.4449051588493537,-0.798539974052802,1,0,1,0,1,0,1,0
0,-0.28141731337307724,-0.5609748304808925,0.8119223343984152,0.3926808041018201,-0.4460284580663395,0.11393227053944749,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
0,-0.6583664951337953,0.059159876663617626,-1.2316448970959013,-0.05501595198349447,-0.447670096570959,0.11393227053944749,-0.4449051588493537,-0.5992616204389827,0,0,1,0,1,1,0,0
0,-0.13063764066879002,0.059159876663617626,-1.2316448970959013,0.5717595065359459,-0.3166287171139742,0.11393227053944749,0.44992666177090385,-0.1423794216910609,1,0,1,0,1,0,1,0
0,-0.7337563314859389,-0.5609748304808925,0.8119223343984152,-0.14455530320055737,-0.46592125406349416,-1.0945635991111204,-0.4449051588493537,-0.7165619336211217,0,0,1,0,1,1,0,0
0,0.3217013774440717,0.059159876663617626,-1.2316448970959013,0.09421630004494372,-0.1675293141061741,0.11393227053944749,0.44992666177090385,0.1329851701219792,1,1,0,0,1,0,1,0
0,1.603328595430513,-0.5609748304808925,0.8119223343984152,2.631164584528393,-0.3434191538868413,1.3224281401900153,-1.3397369794696112,-0.8189865811572414,1,0,1,0,1,0,1,0
1,-2.0153835494723804,0.6792945838081278,-1.2316448970959013,-1.7562636251076897,-0.5304831717241626,-2.3030594687616883,0.44992666177090385,0.021587667954472933,1,1,0,0,1,0,0,0
0,-0.6583664951337953,-0.5609748304808925,0.8119223343984152,-0.05501595198349447,-0.47142557140251273,0.11393227053944749,-1.3397369794696112,-0.8160407306065733,1,0,1,0,1,0,1,0
0,-0.6071014064143376,1.9195639980971482,-1.2316448970959013,0.0058708068441080796,-0.2568575939290539,0.11393227053944749,0.44992666177090385,0.32384119624754826,0,0,1,0,1,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42070459436433677,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.439207929603632,0.11393227053944749,-1.3397369794696112,-0.9299653348541039,1,0,1,1,0,0,1,0
1,0.24631154109192804,0.059159876663617626,-1.2316448970959013,-0.9504094641541236,1.0773568930944066,0.11393227053944749,1.3447584823911616,1.5989745568795648,0,0,0,1,0,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,-0.006067773318166721,-0.5615225552148686,0.11393227053944749,-1.3397369794696112,-3.0585777291682934,1,1,0,0,1,0,1,0
1,1.0755997409655078,-0.5609748304808925,0.8119223343984152,2.0043891260089524,-0.3691059681355944,1.3224281401900153,-0.4449051588493537,-0.798539974052802,1,0,1,0,1,0,1,0
0,0.4619264730590587,-0.5609748304808925,0.8119223343984152,1.2755388071020604,-0.40222954276308964,0.11393227053944749,-0.4449051588493537,-0.7841792430073967,0,0,1,0,1,0,0,1
1,0.3217013774440717,0.6792945838081278,-1.2316448970959013,0.09421630004494372,0.04822888935811095,0.11393227053944749,1.3447584823911616,0.5671628780396996,0,1,0,0,1,0,0,1
1,-0.8845360041902262,0.6792945838081278,-1.2316448970959013,-0.8608701129370607,-0.43239871989353174,-1.0945635991111204,-0.4449051588493537,-0.3336984726090336,0,1,0,0,1,1,0,0
0,0.020142032035497207,-0.5609748304808925,0.8119223343984152,-0.14455530320055737,-0.3463161630126405,0.11393227053944749,-0.4449051588493537,-0.3336984726090336,1,1,0,0,1,0,1,0
0,-1.487654695007375,0.6792945838081278,-1.2316448970959013,-1.0399488153711864,-0.42826013542810426,-2.3030594687616883,0.44992666177090385,0.2711522804976662,0,0,1,0,1,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42070459436433677,0.11393227053944749,-1.3397369794696112,-0.8019236166026618,1,0,1,0,0,0,1,0
0,-0.6583664951337953,-0.5609748304808925,0.8119223343984152,-0.05501595198349447,-0.471908792524696,0.11393227053944749,-1.3397369794696112,-0.8209591021193487,1,0,1,1,0,0,1,0
0,-0.05524780431664641,-0.5609748304808925,0.8119223343984152,0.6612988577530088,-0.4355026582426023,0.11393227053944749,-1.3397369794696112,-0.804340663003928,1,0,1,0,1,0,1,0
0,-0.13063764066879002,0.6792945838081278,-1.2316448970959013,0.5717595065359459,-0.33903225435348816,0.11393227053944749,-0.4449051588493537,-0.23528881360946907,0,0,1,0,1,0,0,1
0,-0.8845360041902262,0.6792945838081278,-1.2316448970959013,-0.3236340056346832,-0.3607598227969823,-1.0945635991111204,0.44992666177090385,0.09534793704965058,1,0,1,0,1,0,1,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.43222214028967354,0.11393227053944749,-1.3397369794696112,-0.8797405693934278,1,0,1,0,1,0,1,0
1,-0.13063764066879002,0.059159876663617626,-1.2316448970959013,-0.2639411048233079,-0.1598039564373762,0.11393227053944749,0.44992666177090385,0.3444394801955362,0,1,0,0,1,0,0,1
1,-0.8091461678380826,-0.5609748304808925,0.8119223343984152,-0.8011772121256854,-0.288927791758713,-1.0945635991111204,0.44992666177090385,0.3444394801955362,0,1,0,0,1,1,0,0
0,0.1950464523724704,-0.5609748304808925,0.8119223343984152,0.9585695037936579,-0.42330487029483244,0.11393227053944749,-1.3397369794696112,-0.8189865811572414,1,0,1,1,0,0,1,0
1,0.17092170473978444,-0.5609748304808925,0.8119223343984152,0.9299169114041976,-0.41937597410898664,0.11393227053944749,-0.4449051588493537,-0.7841792430073967,1,0,1,0,1,0,1,0
1,-0.13063764066879002,-0.5609748304808925,0.8119223343984152,-1.0996417161825618,-0.15130606300169847,0.11393227053944749,0.44992666177090385,0.36526093570402607,1,0,0,0,1,0,1,0
1,0.4619264730590587,0.059159876663617626,-1.2316448970959013,1.2755388071020604,-0.2429365303113107,0.11393227053944749,0.44992666177090385,-0.12717266791993012,0,0,1,0,1,0,0,1
1,0.9248200682612205,0.059159876663617626,-1.2316448970959013,0.5717595065359459,0.04105534295137001,1.3224281401900153,0.44992666177090385,0.3444394801955362,0,1,0,0,1,0,0,1
0,-0.9599258405423697,-0.5609748304808925,0.8119223343984152,-0.4131733568517461,-0.49468441609821506,-1.0945635991111204,-1.3397369794696112,-0.8955045384601199,1,0,1,0,1,0,1,0
0,1.5279387590783695,0.059159876663617626,-1.2316448970959013,-0.44301980725743373,0.9807899222344325,1.3224281401900153,1.3447584823911616,1.1141402035210881,1,0,0,0,1,0,1,0
1,-1.1860953495988005,1.299429290952638,-1.2316448970959013,-1.5174920218621888,0.3655203650408831,-1.0945635991111204,1.3447584823911616,1.8931715298766851,0,0,0,0,1,1,0,0
0,-0.6583664951337953,1.9195639980971482,-1.2316448970959013,-0.05501595198349447,-0.16318380041747527,0.11393227053944749,1.3447584823911616,0.6233938271906204,0,0,1,0,1,1,0,0
1,-0.43219698607736445,2.5396987052416584,-1.2316448970959013,-0.5027127080688091,-0.3132074872892208,0.11393227053944749,0.44992666177090385,0.021587667954472933,0,1,0,0,1,0,0,1
0,2.58339646800838,2.5396987052416584,-1.2316448970959013,-0.025169501577806827,8.726564607728472,2.530924009840583,1.3447584823911616,2.6987007794454887,1,0,0,0,1,0,1,0
0,0.09553186838764081,-0.5609748304808925,0.8119223343984152,-0.0848624023891821,-0.3819079894153167,0.11393227053944749,-0.4449051588493537,-0.5368057694182641,1,1,0,0,1,0,1,0
1,1.1509895773176513,0.6792945838081278,-1.2316448970959013,0.7508382089700717,0.09030449808995682,1.3224281401900153,0.44992666177090385,0.35395586016517094,0,1,0,0,1,0,0,1
0,-0.7337563314859389,-0.5609748304808925,0.8119223343984152,-0.14455530320055737,-0.45667841542403953,-1.0945635991111204,-0.4449051588493537,-0.6307359423566569,1,0,1,0,1,0,1,0
